points,region_1,variety,price_bins
85,Virginia's Eastern Shore,Bordeaux-style Red Blend,$15-30
85,Dry Creek Valley,Sauvignon Blanc,$15-30
85,St. Helena,Cabernet Sauvignon,$15-30
85,Oregon,Syrah,$15-30
85,California,Red Blend,<$15
93,Santa Maria Valley,Pinot Noir,$30-60
93,Santa Ynez Valley,Bordeaux-style Red Blend,$60-100
93,Horse Heaven Hills,Cabernet Sauvignon,$15-30
93,Sonoma Coast,Pinot Noir,$30-60
93,Howell Mountain,Cabernet Sauvignon,$60-100
93,Red Mountain,Bordeaux-style Red Blend,$30-60
93,Carneros,Pinot Noir,$30-60
93,Mount Veeder,Sparkling Blend,$30-60
93,Yakima Valley,Syrah,$30-60
93,Napa Valley,Cabernet Sauvignon,$60-100
92,Santa Lucia Highlands,Chardonnay,$30-60
92,Willamette Valley,Pinot Noir,$60-100
92,Willamette Valley,Pinot Blanc,$15-30
92,Russian River Valley,Pinot Noir,$30-60
92,Russian River Valley,Chardonnay-Albariño,$30-60
89,Sierra Foothills,G-S-M,$30-60
89,Mendocino County,Pinot Noir,$30-60
89,Arroyo Grande Valley,Sparkling Blend,$15-30
89,Willamette Valley,Pinot Gris,$15-30
89,Ribbon Ridge,Pinot Noir,$30-60
89,Santa Barbara County,Syrah,$30-60
89,Chehalem Mountains,Pinot Noir,$30-60
89,Willamette Valley,Pinot Noir,$30-60
89,Sta. Rita Hills,Pinot Noir,$30-60
91,Columbia Valley (WA),Red Blend,$15-30
91,Russian River Valley,Sparkling Blend,$30-60
91,Santa Ynez Valley,Red Blend,$30-60
91,Paso Robles,Red Blend,$15-30
91,Santa Ynez Valley,Lagrein,$30-60
91,Walla Walla Valley (WA),Malbec,$30-60
91,Walla Walla Valley (WA),Bordeaux-style Red Blend,$30-60
91,Yakima Valley,Malbec,$30-60
91,Paso Robles,Rhône-style Red Blend,$15-30
91,Columbia Valley (WA),Syrah,$15-30
91,Russian River Valley,Chardonnay,$30-60
91,Washington,Chardonnay,$30-60
91,Sta. Rita Hills,Pinot Noir,$30-60
91,Columbia Valley (WA),Bordeaux-style Red Blend,$30-60
91,Santa Cruz Mountains,Pinot Noir,$30-60
91,Carneros,Pinot Noir,$30-60
91,Central Coast,Pinot Noir,$15-30
91,Santa Maria Valley,Nebbiolo,$30-60
91,Columbia Valley (WA),Syrah,<$15
89,Finger Lakes,Cabernet Sauvignon,$15-30
89,Yakima Valley,Cabernet Franc,$15-30
89,Santa Barbara County,Rhône-style Red Blend,$30-60
89,California,Pinot Grigio,$15-30
89,Arroyo Seco,Sauvignon Blanc,$15-30
89,Finger Lakes,Cabernet Franc,$15-30
89,Sta. Rita Hills,Chardonnay,$30-60
89,California,Red Blend,$15-30
89,California,Cabernet Sauvignon,$15-30
89,Lake County,Sauvignon Blanc,$15-30
89,Horse Heaven Hills,Cabernet Sauvignon,<$15
89,Santa Barbara County,Riesling,$15-30
89,Paso Robles,Rhône-style Red Blend,$30-60
89,Napa County,Sparkling Blend,$15-30
89,Anderson Valley,Rosé,$15-30
83,Napa Valley,Cabernet Sauvignon,$60-100
83,Dry Creek Valley,Cabernet Sauvignon,$30-60
83,Carmel Valley,Red Blend,$15-30
82,Horse Heaven Hills,Petit Verdot,$15-30
82,St. Helena,Cabernet Sauvignon,$60-100
98,Sonoma Coast,Pinot Noir,$60-100
91,Walla Walla Valley (WA),Bordeaux-style Red Blend,$30-60
91,Wahluke Slope,Cabernet Franc,$15-30
91,Washington,Cabernet Sauvignon,$30-60
91,Columbia Valley (WA),G-S-M,$30-60
91,Napa Valley,Cabernet Sauvignon,$60-100
91,Napa Valley,Cabernet Sauvignon,$60-100
91,Napa Valley,Cabernet Franc,$30-60
91,Columbia Valley (WA),Cabernet Sauvignon,$60-100
91,Santa Barbara County,Chardonnay,$15-30
91,Rattlesnake Hills,Bordeaux-style Red Blend,$30-60
91,Columbia Valley (WA),Riesling,<$15
91,Columbia Valley (WA),Sauvignon Blanc-Semillon,$15-30
91,Columbia Valley (WA),Viognier,$15-30
91,Walla Walla Valley (WA),Cabernet Sauvignon,$30-60
91,Sonoma County,Bordeaux-style Red Blend,$30-60
91,Columbia Valley (WA),Bordeaux-style Red Blend,$30-60
91,Walla Walla Valley (WA),Sauvignon Blanc,$15-30
86,Santa Clara Valley,Merlot,$15-30
86,Santa Lucia Highlands,Pinot Noir,$30-60
86,Yakima Valley,Rhône-style Red Blend,$15-30
86,Yakima Valley,Rosé,<$15
86,Santa Clara Valley,Petite Sirah,$30-60
86,Central Coast,Albariño,$15-30
86,Atlas Peak,Chardonnay,<$15
86,Sonoma County,Red Blend,$15-30
86,Napa Valley,Cabernet Sauvignon,$30-60
86,Shenandoah Valley,Chardonnay,$15-30
86,North Coast,Sparkling Blend,$15-30
86,Horse Heaven Hills,Chardonnay,$15-30
90,Horse Heaven Hills,Cabernet Sauvignon,$15-30
90,Columbia Valley (WA),Bordeaux-style Red Blend,$15-30
90,Santa Lucia Highlands,Pinot Noir,$15-30
90,Finger Lakes,Chardonnay,$15-30
90,Sonoma Valley,Chardonnay,$30-60
90,Paso Robles,Rhône-style White Blend,$30-60
90,Russian River Valley,Pinot Noir,$30-60
90,Russian River Valley,Pinot Noir,$30-60
90,Santa Lucia Highlands,Chardonnay,$30-60
90,Columbia Valley (WA),Red Blend,$15-30
90,Red Mountain,Cabernet Sauvignon,$30-60
90,Russian River Valley,Sauvignon Blanc,$15-30
90,Russian River Valley,Sauvignon Blanc,$15-30
90,Red Mountain,Bordeaux-style Red Blend,$30-60
90,Columbia Valley (WA),Cabernet Sauvignon,$30-60
90,Russian River Valley,Zinfandel,$30-60
90,Alexander Valley,Chardonnay,$15-30
88,Wahluke Slope,Red Blend,$30-60
88,Columbia Gorge (WA),White Blend,$15-30
88,Yakima Valley,Chardonnay,$15-30
88,California,Merlot,<$15
88,Santa Ynez Valley,Merlot,$15-30
88,Columbia Valley (WA),Merlot,$15-30
88,Columbia Valley (WA),Red Blend,$15-30
88,Sonoma Coast,Chardonnay,$15-30
88,Columbia Valley (WA),Red Blend,<$15
88,Yakima Valley,Chardonnay,$15-30
88,Horse Heaven Hills,Red Blend,$60-100
88,Red Mountain,Merlot,$30-60
88,Columbia Valley (WA),Syrah,$60-100
93,Spring Mountain District,Cabernet Sauvignon,$60-100
93,Napa Valley,Cabernet Sauvignon,$30-60
93,Santa Barbara County,Syrah,$30-60
93,Napa Valley,Red Blend,$60-100
93,Sonoma Coast,Pinot Noir,$30-60
93,Stags Leap District,Cabernet Sauvignon,$60-100
92,Edna Valley,Syrah,$15-30
92,Edna Valley,Viognier,$15-30
92,Russian River Valley,Chardonnay,$30-60
88,Columbia Valley (WA),Roussanne,$15-30
88,Sonoma County,Petite Sirah,$30-60
88,Washington,Red Blend,$15-30
88,Eola-Amity Hills,Syrah,$30-60
88,Willamette Valley,Chardonnay,$15-30
88,Walla Walla Valley (WA),Cabernet Sauvignon,$30-60
88,Central Coast,Zinfandel,$15-30
88,Washington,Grüner Veltliner,$15-30
88,Willamette Valley,Pinot Noir,$30-60
88,Suisun Valley,Petite Sirah,$15-30
88,Santa Clara Valley,Cabernet Sauvignon,$15-30
88,Dry Creek Valley,Petite Sirah,$30-60
88,Columbia Valley (WA),Cabernet Sauvignon,$15-30
84,Russian River Valley,Pinot Noir,$15-30
84,Columbia Valley (WA),Red Blend,$15-30
84,Carmel Valley,Sauvignon Blanc,$15-30
84,Wahluke Slope,Chardonnay,$15-30
84,Russian River Valley,Pinot Noir,$30-60
84,Monterey,Chardonnay,<$15
84,High Valley,Sauvignon Blanc,$15-30
84,Sonoma County,Dolcetto,$15-30
84,California,Cabernet Sauvignon,<$15
84,Lodi,Red Blend,$15-30
87,Russian River Valley,Chardonnay,$15-30
87,Central Coast,Syrah,$30-60
87,Napa Valley,Chardonnay,$15-30
87,Columbia Valley (WA),Chardonnay,<$15
87,Green Valley,Pinot Noir,$30-60
87,Mendocino County,Champagne Blend,$15-30
87,Sonoma Valley,Merlot,$15-30
87,Alexander Valley,Cabernet Sauvignon,$15-30
87,Napa Valley,Bordeaux-style Red Blend,$30-60
87,Calaveras County,Merlot,$15-30
87,Napa Valley,Sauvignon Blanc,$30-60
87,Sonoma Coast,Chardonnay,$30-60
87,Alexander Valley,Cabernet Sauvignon,$15-30
85,Oregon,Riesling,<$15
85,Russian River Valley,Zinfandel,$15-30
85,Willamette Valley,Pinot Noir,$15-30
85,California,Moscato,<$15
85,Napa Valley,Pinot Noir,$15-30
85,Rogue Valley,Red Blend,$30-60
87,Napa Valley,Merlot,$30-60
87,Temecula Valley,Red Blend,$30-60
86,Napa Valley,Chardonnay,$30-60
86,California,Chardonnay,<$15
86,Yakima Valley,Bordeaux-style Red Blend,$15-30
90,Rutherford,Sauvignon Blanc,$15-30
90,Sonoma Mountain,Pinot Grigio,$15-30
90,Paso Robles,Vermentino,$15-30
90,Columbia Gorge (WA),Chardonnay,$30-60
90,Solano County,Red Blend,$15-30
90,Dry Creek Valley,Sauvignon Blanc,<$15
90,Alta Mesa,Torrontés,$15-30
90,Long Island,Rosé,$15-30
90,Moon Mountain District Sonoma County,Merlot,$30-60
90,Napa Valley,G-S-M,$30-60
90,Columbia Valley (WA),Chardonnay,$15-30
90,Sonoma Mountain,Pinot Noir,$30-60
90,North Fork of Long Island,Chardonnay,$15-30
90,Dry Creek Valley,Zinfandel,$15-30
90,Bennett Valley,Syrah,$15-30
90,Shenandoah Valley (CA),Zinfandel,$30-60
90,Dry Creek Valley,Zinfandel,$15-30
90,Alexander Valley,Carignan,$30-60
90,Central Coast,Syrah,$30-60
90,Carmel Valley,Pinot Noir,$60-100
90,Santa Ynez Valley,Viognier,$60-100
85,Napa Valley,Cabernet Sauvignon,$30-60
85,Napa Valley,Pinot Grigio,$15-30
85,Santa Lucia Highlands,Chardonnay,$15-30
85,Russian River Valley,Zinfandel,$15-30
85,Central Coast,Pinot Noir,$15-30
85,Paso Robles,Red Blend,$15-30
85,Dry Creek Valley,Syrah,$15-30
87,Willamette Valley,Pinot Noir,$30-60
87,Santa Ynez Valley,Sangiovese,$15-30
87,Willamette Valley,Pinot Noir,$30-60
87,Willamette Valley,Pinot Noir,$15-30
87,Willamette Valley,Pinot Noir,$30-60
87,Willamette Valley,Pinot Noir,$15-30
87,California,Red Blend,<$15
87,North Coast,Merlot,<$15
87,Dry Creek Valley,Syrah,$15-30
87,Santa Barbara County,Chardonnay,$15-30
87,Sonoma Coast,Pinot Noir,$30-60
87,Anderson Valley,Pinot Noir,$15-30
86,Santa Barbara County,White Blend,$15-30
86,Lodi,Tempranillo,<$15
86,San Luis Obispo County,Syrah,$30-60
86,Sonoma Coast,Pinot Noir,$15-30
86,Finger Lakes,Bordeaux-style Red Blend,$15-30
86,Russian River Valley,Pinot Noir,$30-60
86,California,Merlot,$15-30
86,Yakima Valley,Cabernet Franc,<$15
86,Columbia Valley (WA),Bordeaux-style White Blend,$15-30
86,California,Sangiovese,$15-30
86,California,Shiraz,$15-30
86,North Coast,Chardonnay,<$15
86,Lodi,Chardonnay,<$15
86,Napa Valley,Cabernet Sauvignon,$60-100
86,Columbia Valley (WA),Syrah,$30-60
88,Sonoma County,Sauvignon Blanc,$15-30
88,Rutherford,Sauvignon Blanc,$15-30
88,Napa Valley,Merlot,$15-30
88,Shenandoah Valley (CA),Primitivo,$15-30
88,Russian River Valley,Chardonnay,$15-30
87,Napa Valley,Merlot,$15-30
87,Carneros,Chardonnay,<$15
89,Wahluke Slope,Malbec,$30-60
89,Sonoma Coast,Pinot Noir,$30-60
89,Santa Lucia Highlands,Chardonnay,$15-30
89,Yakima Valley,Mourvèdre,$15-30
89,Yolo County,Rosé,$15-30
89,Mendocino County,Chardonnay,<$15
89,Washington,Merlot,$15-30
89,North Fork of Long Island,Cabernet Franc,$30-60
89,North Fork of Long Island,Rosé,$15-30
89,Columbia Valley (WA),Merlot,$30-60
89,Columbia Valley (WA),Cabernet Sauvignon,$30-60
89,Clarksburg,Grüner Veltliner,<$15
88,Oregon,Pinot Noir,$15-30
88,Adelaida District,Grenache Blanc,$15-30
88,Santa Barbara County,Rosé,$15-30
88,Willamette Valley,Pinot Noir,$15-30
88,California,Merlot,<$15
88,Lodi,Syrah,$15-30
88,Anderson Valley,Pinot Noir,$30-60
88,Mendocino,Dolcetto,$15-30
88,Umpqua Valley,Red Blend,$15-30
88,Sonoma County,Syrah,$30-60
88,Chehalem Mountains,Pinot Noir,$30-60
88,Lake County,Sauvignon Blanc,$15-30
88,El Dorado,Chardonnay,$15-30
88,Willamette Valley,Pinot Noir,$15-30
88,Carneros,Syrah,$30-60
87,Mendocino County,Gewürztraminer,$15-30
87,Napa Valley,Chardonnay,$15-30
87,Napa Valley,Chardonnay,<$15
87,Napa Valley,Sauvignon Blanc,$30-60
87,Columbia Valley (WA),Red Blend,$30-60
87,Yakima Valley,Cabernet Franc,$15-30
87,Red Mountain,Cabernet Sauvignon,$15-30
87,Livermore Valley,Chardonnay,$15-30
87,Sierra Foothills,Cabernet Franc,$15-30
87,Sonoma County,Fumé Blanc,<$15
87,Sta. Rita Hills,Chardonnay,$30-60
87,Santa Lucia Highlands,Chardonnay,$30-60
87,Santa Barbara County,Cabernet Sauvignon,$15-30
82,California,Pinot Noir,$15-30
82,California,Merlot,<$15
82,California,Cabernet Sauvignon,<$15
82,California,Chardonnay,<$15
82,Oakville,Chardonnay,$30-60
82,Sonoma County,Zinfandel,$15-30
82,Santa Barbara County,Sauvignon Blanc,<$15
82,California,Merlot,<$15
82,Knights Valley,Sauvignon Blanc,<$15
81,Paso Robles,Petite Sirah,$15-30
91,Columbia Valley (WA),Cabernet Sauvignon,$15-30
91,Columbia Valley (WA),Merlot,$15-30
91,Columbia Valley (WA),Red Blend,$30-60
91,Columbia Valley (WA),Cabernet Sauvignon,$15-30
91,Columbia Valley (WA),Merlot,<$15
91,Walla Walla Valley (WA),Syrah,$15-30
91,Sonoma Coast,Pinot Noir,$30-60
91,Red Mountain,Cabernet Sauvignon,$60-100
91,Carneros,Chardonnay,$30-60
91,Walla Walla Valley (WA),Petit Verdot,$15-30
91,Walla Walla Valley (WA),Cabernet Sauvignon,$30-60
91,Wahluke Slope,Cabernet Franc,$15-30
91,Napa Valley,Cabernet Sauvignon,$30-60
91,Green Valley,Chardonnay,$30-60
91,Dry Creek Valley,Zinfandel,$30-60
91,Napa Valley,Cabernet Franc,$30-60
91,Arroyo Grande Valley,Pinot Noir,$30-60
91,Walla Walla Valley (WA),Red Blend,$30-60
91,Yakima Valley,Grenache,$15-30
91,Columbia Valley (WA),Malbec,$30-60
86,Colorado,Syrah,$30-60
86,Rogue Valley,Syrah,$15-30
86,McMinnville,Pinot Noir,$30-60
86,El Dorado,Cabernet Franc,$15-30
86,Sonoma County-Monterey County,Pinot Noir,$15-30
86,Oregon,Viognier-Gewürztraminer,<$15
86,Willamette Valley,Pinot Blanc,$15-30
86,Marin County,Riesling,$15-30
86,Napa Valley,Petit Verdot,$30-60
86,Virginia,Meritage,$30-60
82,Napa Valley,Merlot,$30-60
82,California,Pinot Noir,<$15
82,California,White Blend,$15-30
82,Lodi,Zinfandel,$15-30
82,California,Zinfandel,<$15
82,Yountville,Cabernet Sauvignon,$30-60
82,California,Red Blend,<$15
82,California,Zinfandel,<$15
81,California,Merlot,<$15
81,Monterey,Sauvignon Blanc,<$15
81,California,White Blend,<$15
81,California,Red Blend,$15-30
81,Santa Barbara County,Rosé,<$15
81,California,Pinot Noir,<$15
80,Livermore Valley,Sauvignon Blanc,<$15
100,Walla Walla Valley (WA),Syrah,$60-100
84,Carneros,Chardonnay,$30-60
84,Red Mountain,Cabernet Sauvignon,$30-60
84,Virginia,Viognier,$15-30
84,North Coast,Cabernet Sauvignon,<$15
83,America,Barbera,$15-30
83,California,Cabernet Sauvignon,<$15
83,Dry Creek Valley,Chardonnay,$15-30
83,Missouri,White Blend,<$15
83,Missouri,Red Blend,<$15
83,Red Mountain,Syrah,$30-60
83,Columbia Valley (WA),Red Blend,$15-30
83,Virginia,Red Blend,$15-30
83,Old Mission Peninsula,Pinot Noir,$15-30
83,New Mexico,Syrah,$15-30
83,Columbia Valley (WA),Rosé,$15-30
91,Anderson Valley,Pinot Noir,$15-30
91,Napa Valley,Merlot,$60-100
91,Walla Walla Valley (WA),Petit Verdot,$30-60
91,Columbia Valley (WA),Chardonnay,$15-30
91,Red Mountain,Bordeaux-style Red Blend,$30-60
91,Red Mountain,Bordeaux-style Red Blend,$30-60
91,Columbia Valley (WA),Rhône-style Red Blend,$30-60
91,Santa Lucia Highlands,Pinot Noir,$30-60
91,Diamond Mountain District,Red Blend,$30-60
89,Anderson Valley,Pinot Noir,$30-60
89,Willamette Valley,Pinot Noir,$30-60
89,Santa Lucia Highlands,Pinot Noir,$30-60
89,Mendocino,Sparkling Blend,$15-30
89,Dundee Hills,Pinot Noir,$15-30
89,Sta. Rita Hills,Sparkling Blend,$30-60
87,Yorkville Highlands,Petit Verdot,$15-30
87,El Dorado County,Rosé,<$15
87,Santa Maria Valley,Chardonnay,$30-60
87,Russian River Valley,Pinot Noir,$30-60
87,Stags Leap District,Cabernet Sauvignon,$60-100
87,Lake County,Sauvignon Blanc,$15-30
87,Sonoma Coast,Sauvignon Blanc,$15-30
87,Alexander Valley,Chardonnay,$15-30
84,California,Pinot Grigio,<$15
84,Napa Valley,Cabernet Sauvignon,$30-60
84,Santa Barbara County,Chardonnay,<$15
84,Dry Creek Valley,Chardonnay,$15-30
84,Central Coast,Chardonnay,<$15
84,Paso Robles,Merlot,$30-60
84,California,Chardonnay,<$15
84,Oregon,Pinot Noir,$15-30
84,Calistoga,Cabernet Sauvignon,$60-100
84,Clarksburg,Pinot Noir,<$15
84,Monterey County,Riesling,<$15
84,Rogue Valley,Red Blend,$30-60
90,Mendocino,Sauvignon Blanc,<$15
90,Russian River Valley,Pinot Noir,$30-60
90,Russian River Valley,Sauvignon Blanc,$15-30
90,Monterey,Red Blend,$15-30
90,Willamette Valley,Pinot Noir,$30-60
90,Knights Valley,Cabernet Sauvignon,$30-60
90,Clarksburg,Cabernet Sauvignon,$15-30
90,Diamond Mountain District,Cabernet Sauvignon,$60-100
90,Russian River Valley,Pinot Noir,$30-60
90,Umpqua Valley,Graciano,$15-30
90,Amador County,Zinfandel,$15-30
89,Finger Lakes,Gewürztraminer,$15-30
89,Mendocino County,Chardonnay,<$15
89,Lodi,Rosé,$15-30
89,Columbia Valley (WA),Cabernet Sauvignon,$30-60
89,Columbia Valley (WA),Syrah,$30-60
89,California,Sparkling Blend,$15-30
89,Red Mountain,Bordeaux-style Red Blend,$30-60
89,Finger Lakes,Riesling,$15-30
89,Finger Lakes,Riesling,$30-60
89,San Diego County,Albariño,$30-60
89,Santa Barbara County,Rosé,$15-30
89,Amador County,White Blend,$15-30
89,North Fork of Long Island,Bordeaux-style Red Blend,$30-60
89,Hudson River Region,Chardonnay,$15-30
86,Virginia,Cabernet Franc,$15-30
86,Napa Valley,Sangiovese,$15-30
86,Lake Chelan,Sauvignon Blanc,$15-30
86,Columbia Valley (WA),Cabernet Franc,$30-60
86,Finger Lakes,Cabernet Sauvignon-Merlot,$15-30
86,Santa Ynez Valley,Syrah,$15-30
86,Redwood Valley,Cabernet Sauvignon,$15-30
86,Monticello,Cabernet Franc,$15-30
86,Napa Valley,Cabernet Sauvignon,$15-30
86,California,Sauvignon Blanc,<$15
86,Niagara Escarpment,Pinot Noir,$15-30
86,Finger Lakes,Pinot Noir,$15-30
86,Central Coast,Chardonnay,<$15
94,Dundee Hills,Riesling,$15-30
94,Napa Valley,Cabernet Franc,$60-100
94,Napa Valley,Red Blend,100-500
94,Paso Robles,G-S-M,$60-100
94,Chehalem Mountains,Pinot Noir,$30-60
94,Ribbon Ridge,Pinot Noir,$30-60
94,Dundee Hills,Pinot Noir,$30-60
94,Willamette Valley,Riesling,$30-60
94,Lodi,Petite Sirah,$15-30
93,Sonoma Valley,White Blend,$30-60
93,Napa Valley,Cabernet Sauvignon,100-500
92,Yakima Valley,Marsanne,$30-60
92,Sonoma Coast,Chardonnay,$30-60
92,Rutherford,Cabernet Sauvignon,$60-100
92,Santa Maria Valley,Pinot Noir,$30-60
92,Santa Maria Valley,Chardonnay,$30-60
92,Columbia Valley (WA),Meritage,$15-30
92,Russian River Valley,Chardonnay,$60-100
92,Columbia Valley (WA),Viognier,$15-30
92,Napa Valley,Syrah-Cabernet Franc,$60-100
92,Columbia Valley (WA),Chardonnay,$15-30
92,Walla Walla Valley (WA),Syrah,$60-100
92,Walla Walla Valley (WA),Merlot,$30-60
92,Russian River Valley,Pinot Noir,$30-60
92,Russian River Valley,Pinot Noir,$30-60
92,Yakima Valley,Syrah,$30-60
91,Santa Ynez Valley,Rhône-style White Blend,$15-30
91,Diamond Mountain District,Bordeaux-style Red Blend,$60-100
91,Templeton Gap District,Red Blend,$30-60
91,Mendocino County,Cabernet Sauvignon,$15-30
91,North Fork of Long Island,Cabernet Sauvignon,$15-30
91,Dry Creek Valley,Zinfandel,$15-30
91,Central Coast,Sangiovese,$15-30
91,Santa Barbara County,Syrah-Grenache,$15-30
91,Paso Robles,Petite Sirah,$30-60
91,Yakima Valley,Red Blend,$30-60
89,Willamette Valley,Riesling,$15-30
89,Willamette Valley,Pinot Noir,$15-30
89,Grand Valley,Cabernet Franc,$15-30
89,Mendocino County,Sauvignon Blanc,<$15
89,Lodi,Zinfandel,$15-30
89,Anderson Valley,Sémillon,$15-30
89,Russian River Valley,Viognier,$15-30
89,Monticello,Bordeaux-style Red Blend,$30-60
89,Mokelumne River,Zinfandel,$30-60
89,Santa Lucia Highlands,Pinot Noir,$30-60
89,Russian River Valley,Sauvignon Blanc,$60-100
91,Central Coast,Rhône-style White Blend,$15-30
91,Shenandoah Valley (CA),Sangiovese,$15-30
91,Napa Valley,Chardonnay,$15-30
91,Willamette Valley,Pinot Gris,$15-30
91,Russian River Valley,Sangiovese,$15-30
91,Napa Valley,Cabernet Blend,$60-100
91,Paso Robles,Rhône-style Red Blend,$30-60
91,Santa Maria Valley,Chardonnay,$30-60
91,Fort Ross-Seaview,Pinot Noir,$30-60
85,California,Chardonnay,<$15
85,Lodi,Sangiovese,<$15
85,Columbia Valley (WA),Chardonnay,<$15
85,Columbia Valley (WA),Pinot Grigio,<$15
93,Chehalem Mountains,Pinot Noir,$30-60
93,Russian River Valley,Pinot Noir,$30-60
93,Russian River Valley,Pinot Noir,$60-100
93,Russian River Valley,Pinot Noir,$60-100
93,Santa Cruz Mountains,Chardonnay,$15-30
93,Willamette Valley,Pinot Noir,$60-100
93,Livermore Valley,Cabernet Sauvignon,$15-30
93,Dundee Hills,Pinot Noir,$30-60
93,Willamette Valley,Pinot Noir,$60-100
93,Willamette Valley,Pinot Noir,$30-60
93,Sonoma Coast,Pinot Noir,$60-100
93,Sonoma Coast,Chardonnay,$30-60
89,Finger Lakes,Vidal Blanc,$30-60
89,Capay Valley,Sauvignon Blanc,$15-30
89,Willamette Valley,Pinot Noir,$15-30
89,Sonoma Coast,Pinot Noir,$30-60
89,Russian River Valley,Pinot Noir,$30-60
89,Stags Leap District,Cabernet Sauvignon,$60-100
89,Russian River Valley,Cabernet Sauvignon,$30-60
89,Napa Valley,Red Blend,$30-60
89,Willamette Valley,Pinot Noir,$15-30
87,Yakima Valley,Riesling,$15-30
87,Lodi,Primitivo,$15-30
87,Finger Lakes,Riesling,$15-30
87,California,Zinfandel,<$15
87,Lodi,Zinfandel,<$15
87,El Dorado,Petite Sirah,$15-30
87,Finger Lakes,Chardonnay,$15-30
87,Paso Robles,Chardonnay,$15-30
87,Monterey County,Rhône-style Red Blend,$15-30
87,Horse Heaven Hills,Red Blend,<$15
87,Horse Heaven Hills,Chardonnay,<$15
87,Red Mountain,Cabernet Sauvignon,$30-60
87,Paso Robles,Viognier,$15-30
87,Wahluke Slope,Sauvignon Blanc,$15-30
87,Finger Lakes,Sparkling Blend,$15-30
87,Horse Heaven Hills,Rhône-style Red Blend,$30-60
83,Columbia Valley (WA),Gewürztraminer,<$15
83,California,Chardonnay,<$15
83,Lodi,Chardonnay,<$15
83,Fair Play,Sauvignon Blanc,$15-30
83,Knights Valley,Rosé,$15-30
82,North Coast,Fumé Blanc,<$15
82,Russian River Valley,Pinot Noir,$15-30
82,Sierra Foothills,Mourvèdre,$15-30
92,Willamette Valley,Riesling,$15-30
92,Walla Walla Valley (WA),Syrah,$30-60
92,Willamette Valley,Pinot Noir,$30-60
92,Rogue Valley,Gewürztraminer,$15-30
92,Chehalem Mountains,Pinot Noir,$30-60
92,Mendocino County,Malbec,$15-30
92,Russian River Valley,Pinot Noir,$30-60
92,Columbia Valley (WA),Syrah,$30-60
92,Yakima Valley,Syrah,$30-60
92,Red Mountain,Syrah,$30-60
92,Oakville,Cabernet Sauvignon,100-500
92,Knights Valley,Malbec,$30-60
92,Carneros,Pinot Noir,$30-60
92,Columbia Valley (WA),Cabernet Sauvignon,$30-60
92,Horse Heaven Hills,Bordeaux-style Red Blend,$60-100
83,Sonoma County,Chardonnay,$15-30
83,Washington,Pinot Grigio,<$15
83,California,Zinfandel,<$15
83,Columbia Valley (WA),Pinot Gris,<$15
83,Columbia Valley (WA),Pinot Gris,<$15
83,Arroyo Seco,Grenache Blanc,$15-30
83,Paso Robles,Port,$15-30
92,Columbia Valley (WA),Red Blend,$60-100
92,Carneros,Pinot Noir,$60-100
92,Santa Lucia Highlands,Syrah,$30-60
92,Alexander Valley,Zinfandel,$30-60
92,Green Valley,Sparkling Blend,$30-60
91,Wahluke Slope,Red Blend,$30-60
91,Horse Heaven Hills,Cabernet Sauvignon,$30-60
91,Napa Valley,Syrah,$60-100
91,Columbia Valley (WA),Syrah,$30-60
91,Mendocino County,Sparkling Blend,$15-30
91,Red Mountain,Merlot,$30-60
91,Columbia Valley (WA),Chardonnay,$15-30
91,Columbia Valley (WA),Syrah,$15-30
90,Willamette Valley,Pinot Noir,$30-60
90,Napa Valley,Cabernet Sauvignon,$30-60
90,Napa Valley,Cabernet Sauvignon,$30-60
90,Red Hills Lake County,Cabernet Sauvignon,$15-30
90,Napa Valley,Cabernet Sauvignon,$30-60
90,Chehalem Mountains,Pinot Noir,$30-60
90,Carneros,Chardonnay,$15-30
90,Chehalem Mountains,Pinot Gris,$15-30
90,Idaho,Riesling,<$15
90,Green Valley,Zinfandel,$30-60
90,Sonoma County,Chardonnay,$15-30
90,Napa Valley,Cabernet Sauvignon,$30-60
90,Santa Lucia Highlands,Chardonnay,$15-30
90,Umpqua Valley,Pinot Noir,$30-60
90,Napa Valley,Cabernet Sauvignon,$30-60
90,Livermore Valley,Chardonnay,$30-60
90,Dundee Hills,Pinot Noir,$60-100
90,Willamette Valley,Pinot Noir,$15-30
90,Lodi,Zinfandel,$15-30
90,Sonoma Coast,Pinot Noir,$60-100
90,Dry Creek Valley,Sauvignon Blanc,$15-30
90,Rogue Valley,Rosé,<$15
90,Russian River Valley,Pinot Noir,$30-60
90,Sonoma County,Zinfandel,$30-60
90,Sonoma Coast,Pinot Noir,$30-60
94,Sta. Rita Hills,Pinot Noir,$30-60
94,Sta. Rita Hills,Pinot Noir,$30-60
94,Paso Robles,Cabernet Sauvignon,$30-60
94,Monterey County,Syrah,$30-60
94,Ballard Canyon,Syrah,$30-60
94,Carneros,Sparkling Blend,$60-100
93,Paso Robles Willow Creek District,Syrah,$60-100
93,Sta. Rita Hills,Pinot Noir,$30-60
93,Paso Robles Willow Creek District,Cabernet Sauvignon,$60-100
93,Napa Valley,Merlot,100-500
85,Clarksburg,Verdejo,$15-30
85,Paso Robles,Syrah,<$15
85,Willamette Valley,Pinot Noir,$30-60
84,Finger Lakes,Cabernet Franc,$15-30
84,Paso Robles,Rhône-style Red Blend,$15-30
